TourAttraction,Big_col,Samll_col,Address,Local,Alien,Foreign,Total,Latitude,Longitude,category
보은 속리 정이품송,역사관광지,유적지/사적지,충청북도 > 보은군,"16,674","181,262",566,"181,827",36.5172051,127.8156125,인문
조경단,역사관광지,유적지/사적지,전라북도 > 전주시 덕진구,"227,336","180,758",571,"181,329",35.8511036,127.1382549,인문
시흥 갯골생태공원,자연관광지,자연생태관광지,경기도 > 시흥시,"251,080","180,929",361,"181,290",37.3911138,126.7809508,자연
하우현성당,역사관광지,종교성지,경기도 > 의왕시,"21,973","180,989",148,"181,136",37.3958343,127.0234977,인문
문수산산림욕장,자연관광지,자연휴양림,경기도 > 김포시,"87,196","180,415",638,"181,052",37.7371727,126.5332027,자연
산방굴사(제주),역사관광지,사찰,제주특별자치도 > 서귀포시,"56,518","175,546","5,411","180,957",33.2366596,126.3127006,인문
현대어린이책미술관,문화시설,미술관/화랑,경기도 > 성남시 분당구,"348,317","180,037",809,"180,845",37.3935253,127.1118163,인문
통영항,자연관광지,항구/포구,경상남도 > 통영시,"239,355","179,855",961,"180,815",34.839454,128.422739,자연
국립부산국악원,문화시설,공연장,부산광역시 > 부산진구,"234,637","180,051",633,"180,684",35.1713329,129.0543104,인문
코리아플라워파크,휴양관광지,테마공원,충청남도 > 태안군,"41,535","180,446",219,"180,665",36.5015638,126.3362529,인문
몽촌역사관,문화시설,기념관,서울특별시 > 송파구,"202,584","179,669",958,"180,627",37.523868,127.1243,인문
유엔군 초전기념비,역사관광지,안보관광,경기도 > 오산시,"201,474","179,883",616,"180,499",37.184694,127.049091,인문
가평문화예술회관,문화시설,공연장,경기도 > 가평군,"275,517","178,063","2,257","180,319",37.8241796,127.5084659,인문
국립극장,문화시설,공연장,서울특별시 > 중구,"55,384","162,057","18,239","180,296",37.5525561,126.9996092,인문
경안천 습지생태공원,자연관광지,자연생태관광지,경기도 > 광주시,"178,101","179,841",406,"180,247",37.4589983,127.3038019,자연
개원사(경기),역사관광지,사찰,경기도 > 광주시,"22,141","179,400",615,"180,014",37.4743831,127.1851464,인문
일루미아,휴양관광지,테마공원,부산광역시 > 강서구,"72,492","179,484",401,"179,884",35.1550423,128.8703872,인문
여주 현충탑,건축/조형물,기념탑/기념비/전망대,경기도 > 여주시,"336,322","178,644","1,211","179,855",37.290203,127.656062,인문
고려 공양왕릉,역사관광지,유적지/사적지,경기도 > 고양시 덕양구,"190,271","179,473",317,"179,790",37.6800302,126.838957,인문
제주 초콜릿랜드,체험관광지,이색체험,제주특별자치도 > 서귀포시,"36,005","155,698","23,981","179,679",33.2494021,126.4135761,인문
단호박올리고마을,체험관광지,농.산.어촌 체험,충청남도 > 당진시,"194,772","178,420",433,"178,853",36.893481,126.738092,인문
우도(해양도립공원),자연관광지,섬,제주특별자치도 > 제주시,"49,182","158,088","20,750","178,838",33.5042977,126.954048,자연
정의현성,역사관광지,성,제주특별자치도 > 서귀포시,"27,006","154,893","23,780","178,672",33.391802,126.801591,인문
김해 봉황동 유적,역사관광지,유적지/사적지,경상남도 > 김해시,"672,189","177,814",855,"178,669",35.2305171,128.8761588,인문
죽녹원,자연관광지,수목원,전라남도 > 담양군,"33,761","177,335","1,282","178,617",35.3266303,126.9853868,자연
한방테마파크 초락당,휴양관광지,헬스투어,울산광역시 > 울주군,"24,577","178,339",256,"178,595",35.7099588,129.199347,인문
웃는얼굴아트센터,문화시설,공연장,대구광역시 > 달서구,"378,105","178,017",422,"178,439",35.8436423,128.5231794,인문
구리 명빈묘,역사관광지,유적지/사적지,경기도 > 구리시,"52,350","178,147",276,"178,422",37.5703345,127.1162156,인문
강화 갑곶리 탱자나무,관광자원,희귀동.식물,인천광역시 > 강화군,"157,616","177,961",413,"178,374",37.616142,126.456407,자연
자인사(포천),역사관광지,사찰,경기도 > 포천시,"31,836","177,832",330,"178,161",38.0737877,127.3276138,인문
갤러리위,문화시설,미술관/화랑,서울특별시 > 강남구,"94,878","173,436","4,639","178,074",37.5221498,127.0405804,인문
포천 산정호수,휴양관광지,공원,경기도 > 포천시,"31,052","177,671",330,"178,001",38.0705903,127.3203937,인문
용덕사,역사관광지,사찰,경기도 > 용인시 처인구,"281,404","177,394",593,"177,987",37.1697269,127.2457602,인문
수원온수골온천,휴양관광지,온천/욕장/스파,경기도 > 수원시 권선구,"190,029","177,688",210,"177,898",37.2502133,127.0346673,인문
서울 몽촌토성,역사관광지,성,서울특별시 > 송파구,"181,437","174,076","3,573","177,649",37.5219281,127.122853,인문
이천시립월전미술관,문화시설,미술관/화랑,경기도 > 이천시,"446,222","176,558",948,"177,505",37.279432,127.4243687,인문
창조자연사박물관,문화시설,박물관,경기도 > 시흥시,"252,193","176,827",386,"177,213",37.4336111,126.7861111,인문
봉산문화거리,체험관광지,이색거리,대구광역시 > 중구,"97,034","175,763","1,306","177,069",35.8627357,128.5971099,인문
아미타사(구 덕암사),역사관광지,사찰,경기도 > 고양시 덕양구,"47,226","175,805","1,162","176,967",37.655941,126.958945,인문
여주박물관,문화시설,박물관,경기도 > 여주시,"290,945","175,798","1,023","176,821",37.2996527,127.6534219,인문
형제섬,자연관광지,섬,제주특별자치도 > 서귀포시,"58,580","174,059","2,755","176,814",33.210159,126.314159,자연
여의도샛강생태공원,자연관광지,자연생태관광지,서울특별시 > 영등포구,"109,872","174,052","2,289","176,341",37.518436,126.9203798,자연
드라마월드,문화시설,전시관,제주특별자치도 > 제주시,"63,875","171,213","5,008","176,221",33.352151,126.360559,인문
화도하수처리장 피아노폭포,자연관광지,폭포,경기도 > 남양주시,"56,431","175,420",535,"175,955",37.631061,127.34621,자연
창렬사,역사관광지,유적지/사적지,충청남도 > 부여군,"8,005","175,756",183,"175,939",35.1879945,128.0760515,인문
풍기인삼시장,쇼핑,상설시장,경상북도 > 영주시,"238,354","174,755",908,"175,663",36.8730086,128.5236456,쇼핑
죽주산성,역사관광지,성,경기도 > 안성시,"139,094","174,951",522,"175,473",37.0909257,127.4287917,인문
응봉산(서울),자연관광지,산,서울특별시 > 성동구,"171,948","174,864",602,"175,465",37.5481769,127.0298261,자연
춘궁동 한식마을,체험관광지,이색거리,경기도 > 하남시,"113,656","175,147",230,"175,377",37.522431,127.194144,인문
만의사(화성),역사관광지,사찰,경기도 > 화성시,"164,493","174,048","1,197","175,245",37.2094937,127.1498232,인문
갱매폭포,자연관광지,폭포,경기도 > 과천시,"27,094","174,857",388,"175,245",37.432663,127.013179,자연
두현리 석조삼존불입상,역사관광지,종교성지,경기도 > 안성시,"141,369","174,671",449,"175,120",37.0730505,127.4063322,인문
강화산성,역사관광지,성,인천광역시 > 강화군,"386,400","173,929","1,190","175,119",37.7534227,126.4855977,인문
미녀산(미녀봉),자연관광지,산,경상남도 > 합천군,"36,183","174,717",368,"175,085",35.6826983,128.0521684,자연
만해한용운심우장,역사관광지,고택,서울특별시 > 성북구,"110,054","172,858","1,948","174,806",37.5936472,126.9917756,인문
한강시민공원 여의도지구(여의도한강공원),휴양관광지,공원,서울특별시 > 영등포구,"102,452","172,200","2,498","174,698",37.5284017,126.9343012,인문
동주염전,체험관광지,농.산.어촌 체험,경기도 > 안산시 단원구,"69,997","174,136",482,"174,618",37.2383826,126.6002378,인문
화성 국화리어촌체험마을,체험관광지,농.산.어촌 체험,경기도 > 화성시,"130,228","173,100","1,418","174,517",37.1404013,126.6895799,인문
신촌문화발전소,문화시설,공연장,서울특별시 > 서대문구,"85,810","163,086","11,039","174,125",37.5579313,126.9397833,인문
엉덩물계곡,자연관광지,계곡,제주특별자치도 > 서귀포시,"35,102","150,238","23,769","174,007",33.247796,126.413861,자연
화성 우리꽃식물원,자연관광지,수목원,경기도 > 화성시,"112,560","173,299",619,"173,918",37.1159214,126.8830747,자연
제주국제컨벤션센터,문화시설,컨벤션센터,제주특별자치도 > 서귀포시,"30,702","158,725","15,009","173,734",33.2412366,126.424492,인문
우저서원,역사관광지,유적지/사적지,경기도 > 김포시,"370,689","173,201",447,"173,648",37.6268835,126.6939956,인문
박물관은 살아있다(대천점),문화시설,박물관,충청남도 > 보령시,"45,833","171,861","1,386","173,246",36.304568,126.519885,인문
정부세종컨벤션센터,문화시설,컨벤션센터,세종특별자치시 > 세종특별자치시,"376,205","172,655",404,"173,059",36.5009278,127.2699905,인문
범패박물관,문화시설,박물관,인천광역시 > 미추홀구,"293,717","172,386",568,"172,953",37.4647637,126.651171,인문
미륵암,역사관광지,사찰,경기도 > 의정부시,"291,967","172,417",451,"172,868",37.7324485,127.1000838,인문
주도,자연관광지,섬,전라남도 > 완도군,"391,496","171,644",951,"172,595",34.316842,126.756178,자연
부천식물원,자연관광지,수목원,경기도 > 부천시,"288,239","172,022",476,"172,498",37.5051,126.8157,자연
서귀포문화원,문화시설,문화원,제주특별자치도 > 서귀포시,"410,876","167,010","5,422","172,432",33.2516821,126.566923,인문
누에섬 등대전망대,자연관광지,등대,경기도 > 안산시 단원구,"37,863","172,011",274,"172,285",37.1869917,126.6323193,자연
망양돈대,역사관광지,유적지/사적지,인천광역시 > 강화군,"71,386","171,875",304,"172,178",37.7011782,126.374256,인문
알뜨르비행장,역사관광지,유적지/사적지,제주특별자치도 > 서귀포시,"48,248","169,470","2,291","171,761",33.2044378,126.2717056,인문
청평자연휴양림,자연관광지,자연휴양림,경기도 > 가평군,"37,891","170,149","1,498","171,647",37.7118356,127.4072329,자연
흰물결아트센터,문화시설,공연장,서울특별시 > 서초구,"57,484","171,325",228,"171,553",37.4930165,127.0074687,인문
횡계 오삼불고기 거리,체험관광지,이색거리,강원도 > 평창군,"71,705","169,586","1,794","171,379",37.6725,128.7080556,인문
새남터기념성당,역사관광지,종교성지,서울특별시 > 용산구,"62,850","165,431","5,333","170,764",37.5248861,126.9567944,인문
서귀포 하논분화구,역사관광지,유적지/사적지,제주특별자치도 > 서귀포시,"109,071","164,910","5,768","170,678",33.2551386,126.5706337,인문
하남문화예술회관,문화시설,공연장,경기도 > 하남시,"415,324","170,023",651,"170,674",37.544736,127.2068367,인문
이순신광장,휴양관광지,공원,전라남도 > 여수시,"155,918","169,831",563,"170,394",34.7393891,127.7359802,인문
부산 감천문화마을,체험관광지,이색체험,부산광역시 > 사하구,"114,426","131,271","39,116","170,387",35.0973904,129.0105924,인문
대항 어촌체험 휴양마을,체험관광지,농.산.어촌 체험,부산광역시 > 강서구,"16,128","169,474",585,"170,058",35.011652,128.827669,인문
부산 국제수산물도매시장,쇼핑,상설시장,부산광역시 > 서구,"40,093","152,485","17,452","169,936",35.0588732,129.0102898,쇼핑
한섬해변,자연관광지,해수욕장,강원도 > 동해시,"444,007","168,158","1,752","169,910",37.5205529,129.1219577,자연
성남아트센터,문화시설,공연장,경기도 > 성남시 분당구,"297,052","168,872",482,"169,353",37.4031543,127.1320346,인문
제주문화원,문화시설,문화원,제주특별자치도 > 제주시,"336,364","145,404","23,927","169,331",33.5181503,126.5240043,인문
제주문화원 및 탑동광장 일대,문화시설,공연장,제주특별자치도 > 제주시,"336,364","145,404","23,927","169,331",33.5180392,126.5265318,인문
홍성 오관리 당간지주,역사관광지,유적지/사적지,충청남도 > 홍성군,"374,493","168,599",618,"169,216",36.6038965,126.6684149,인문
웅진플레이도시 워터도시,휴양관광지,온천/욕장/스파,경기도 > 부천시,"244,500","168,665",483,"169,148",37.500122,126.7442542,인문
갑곶돈대,역사관광지,유적지/사적지,인천광역시 > 강화군,"113,712","168,784",345,"169,129",37.7330895,126.5165656,인문
하남 이성산성,역사관광지,성,경기도 > 하남시,"89,653","168,693",180,"168,873",37.5251547,127.185145,인문
여주 양화나루,자연관광지,강,경기도 > 여주시,"93,317","168,123",595,"168,718",37.2980237,127.6371628,자연
제주 서광다원,문화시설,박물관,제주특별자치도 > 서귀포시,"8,796","149,555","18,940","168,495",33.305449,126.29217,인문
학사평 콩꽃마을 순두부촌,체험관광지,이색거리,강원도 > 속초시,"32,508","160,552","7,671","168,223",38.2066745,128.5203224,인문
월출산국립공원,자연관광지,국립공원,전라남도 > 영암군,"147,032","167,766",338,"168,103",34.7743388,126.7104573,자연
여주 이포나루,자연관광지,강,경기도 > 여주시,"87,882","167,797",250,"168,047",37.3988987,127.5372532,자연
오봉산,자연관광지,산,전라남도 > 보성군,"644,718","167,195",809,"168,004",38.0007746,127.8060983,자연
제주항공우주박물관,문화시설,박물관,제주특별자치도 > 서귀포시,"8,453","149,051","18,940","167,991",33.304371,126.2997401,인문
서광승마장,육상 레포츠,육상 레포츠,제주특별자치도 > 서귀포시,"8,453","149,051","18,940","167,991",33.2907581,126.2991265,레포츠
문섬/섶섬/범섬/새섬,자연관광지,섬,제주특별자치도 > 서귀포시,"153,675","162,764","5,052","167,816",33.2302046,126.5992473,자연
공주 송산리 고분군과 무령왕릉 [유네스코 세계유산],역사관광지,유적지/사적지,충청남도 > 공주시,"158,239","166,754",805,"167,559",36.4614215,127.1127925,인문
영남제일관,역사관광지,성,대구광역시 > 수성구,"161,063","165,676","1,756","167,432",35.8753531,128.6581892,인문
와현모래숲해변,자연관광지,해수욕장,경상남도 > 거제시,"74,904","150,444","16,832","167,276",34.815922,128.7078306,자연
창원시립진해박물관,문화시설,박물관,경상남도 > 창원시 진해구,"425,775","165,704","1,454","167,158",35.2056389,128.5690415,인문
쌍청당,역사관광지,유적지/사적지,대전광역시 > 대덕구,"356,808","166,901",242,"167,143",36.363689,127.4343476,인문
안산문화원,문화시설,문화원,경기도 > 안산시 상록구,"340,081","165,410","1,622","167,032",37.2992874,126.8476564,인문
